Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual elapsed time (Minutes)
"DL","01/06/2020","1311","N995AT","GSO","10:30","73"
"DL","01/06/2020","1317","N956AT","IAD","12:59","105"
"DL","01/06/2020","1323","N693DL","LAX","09:51","299"
"DL","01/06/2020","1334","N607AT","RIC","07:31","87"
"DL","01/06/2020","1341","N817DN","GSP","15:00","59"
"DL","01/06/2020","1342","N934AT","IND","10:52","90"
"DL","01/06/2020","1350","N972DL","CHS","09:46","69"
"DL","01/06/2020","1353","N978AT","PNS","10:25","62"
"DL","01/06/2020","1354","N925DN","DAB","15:35","72"
"DL","01/06/2020","1355","N902DN","DEN","13:16","204"
"DL","01/06/2020","1359","N934AT","IAD","15:25","95"
"DL","01/06/2020","1367","N994DL","GRR","08:26","121"
"DL","01/06/2020","1370","N866DN","ORF","14:43","86"
"DL","01/06/2020","1372","N910DE","CMH","12:25","86"
"DL","01/06/2020","1373","N945AT","LIT","17:53","86"
"DL","01/06/2020","1383","N912DL","BDL","15:51","121"
"DL","01/06/2020","1387","N925DZ","SJU","11:23","197"
"DL","01/06/2020","1388","N383DN","DTW","12:59","106"
"DL","01/06/2020","1389","N983AT","CHS","12:22","68"
"DL","01/06/2020","1398","N978AT","HOU","14:18","122"
"DL","01/06/2020","1402","N367DN","LAS","12:22","274"
"DL","01/06/2020","1403","N906AT","ECP","17:09","55"
"DL","01/06/2020","1410","N328DN","LAX","07:25","308"
"DL","01/06/2020","1412","N301DQ","CVG","12:33","89"
"DL","01/06/2020","1413","N920DE","LIT","19:01","89"
"DL","01/06/2020","1416","N689DL","JAX","15:49","63"
"DL","01/06/2020","1418","N169DZ","MCO","21:35","78"
"DL","01/06/2020","1420","N837DN","FLL","09:05","102"
"DL","01/06/2020","1422","N967DL","MEM","20:39","72"
"DL","01/06/2020","1423","N922DX","STL","11:34","95"
"DL","01/06/2020","1426","N336DX","STL","22:48","98"
"DL","01/06/2020","1437","N823DX","SEA","12:05","347"
"DL","01/06/2020","1440","N354NW","DAL","21:32","140"
"DL","01/06/2020","1442","N990AT","IAD","17:26","87"
"DL","01/06/2020","1445","N993AT","LFT","21:15","96"
"DL","01/06/2020","1448","N344NW","DAL","11:44","130"
"DL","01/06/2020","1462","N978DL","PIT","17:19","89"
"DL","01/06/2020","1463","N964DL","CHS","10:50","64"
"DL","01/06/2020","1470","N671DN","LAS","13:40","273"
"DL","01/06/2020","1473","N960AT","CLT","11:16","63"
"DL","01/06/2020","1474","N971DL","CLE","10:11","103"
"DL","01/06/2020","1478","N908DE","PHL","07:33","133"
"DL","01/06/2020","1482","N958DL","SAV","19:21","71"
"DL","01/06/2020","1491","N826DN","TPA","17:30","81"
"DL","01/06/2020","1494","N3744F","PHL","08:55","101"
"DL","01/06/2020","1502","N675DL","MSY","12:51","85"
"DL","01/06/2020","1507","N196DN","SLC","12:09","266"
"DL","01/06/2020","1516","N186DN","MCO","07:50","87"
"DL","01/06/2020","1532","N964DL","DSM","15:02","122"
